0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.662,94.792,95.931,97.132,98.305,99.486,100.66,101.79,102.89,103.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.622,91.471,92.441,93.485,94.601,95.799,97.023,98.283,99.539,100.78,101.99,103.15,104.24,105.28,106.27,107.21,108.11,108.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.5,90.085,90.784,91.582,92.49,93.515,94.629,95.829,97.096,98.406,99.736,101.06,102.38,103.64,104.86,106.0,107.06,108.03,108.94,109.8,110.62,111.44,112.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.99,90.493,91.132,91.897,92.763,93.744,94.834,96.03,97.299,98.636,100.02,101.43,102.84,104.23,105.57,106.83,108.01,109.11,110.11,111.01,111.82,112.58,113.33,114.08,114.87,115.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.304,90.678,91.153,91.724,92.42,93.235,94.171,95.215,96.365,97.619,98.961,100.38,101.84,103.34,104.84,106.31,107.72,109.06,110.29,111.41,112.41,113.31,114.13,114.85,115.52,116.18,116.86,117.64,118.52,119.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.037,91.27,91.581,92.005,92.543,93.189,93.94,94.799,95.77,96.867,98.076,99.398,100.82,102.32,103.87,105.46,107.05,108.61,110.11,111.5,112.8,113.95,114.95,115.85,116.64,117.31,117.91,118.51,119.11,119.77,120.52,121.39,122.43,123.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.18,92.405,92.707,93.083,93.571,94.172,94.862,95.647,96.543,97.556,98.698,99.967,101.36,102.85,104.43,106.07,107.75,109.43,111.09,112.66,114.12,115.48,116.68,117.72,118.59,119.33,119.94,120.47,120.97,121.5,122.03,122.66,123.42,124.36,125.48,126.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.466,93.678,93.978,94.358,94.809,95.36,96.003,96.725,97.537,98.47,99.528,100.72,102.04,103.49,105.04,106.69,108.43,110.2,111.97,113.72,115.37,116.9,118.33,119.56,120.61,121.48,122.18,122.74,123.16,123.58,124.0,124.45,124.93,125.58,126.4,127.4,128.59,129.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.912,95.1,95.395,95.777,96.227,96.756,97.356,98.025,98.783,99.631,100.58,101.68,102.91,104.27,105.76,107.38,109.12,110.95,112.8,114.66,116.48,118.21,119.85,121.28,122.53,123.59,124.45,125.15,125.66,126.0,126.29,126.58,126.89,127.25,127.76,128.45,129.32,130.4,131.66,133.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.436,96.647,96.948,97.339,97.81,98.348,98.929,99.55,100.24,101.03,101.9,102.89,103.99,105.24,106.63,108.17,109.85,111.63,113.52,115.45,117.4,119.3,121.11,122.82,124.32,125.59,126.65,127.51,128.17,128.6,128.87,129.04,129.19,129.37,129.58,129.93,130.48,131.24,132.19,133.35,134.71,136.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
