y,-0.098214,-0.094643,-0.091071,-0.0875,-0.083929,-0.080357,-0.076786,-0.073214,-0.069643,-0.066071,-0.0625,-0.058929,-0.055357,-0.051786,-0.048214,-0.044643,-0.041071,-0.0375,-0.033929,-0.030357,-0.026786,-0.023214,-0.019643,-0.016071,-0.0125,-0.0089286,-0.0053571,-0.0017857,0.0017857,0.0053571,0.0089286,0.0125,0.016071,0.019643,0.023214,0.026786,0.030357,0.033929,0.0375,0.041071,0.044643,0.048214,0.051786,0.055357,0.058929,0.0625,0.066071,0.069643,0.073214,0.076786,0.080357,0.083929,0.0875,0.091071,0.094643,0.098214
-0.098214,,,,,,,,,,,,,,,,,,,,,,,,86.437,87.128,87.869,88.699,89.594,90.564,91.601,92.693,93.829,95.01,,,,,,,,,,,,,,,,,,,,,,,
-0.094643,,,,,,,,,,,,,,,,,,,,85.681,86.001,86.43,86.976,87.599,88.327,89.147,90.053,91.018,92.041,93.115,94.22,95.355,96.521,97.733,98.979,100.26,101.58,,,,,,,,,,,,,,,,,,,
-0.091071,,,,,,,,,,,,,,,,,,86.453,86.62,86.909,87.293,87.794,88.396,89.099,89.895,90.772,91.73,92.754,93.833,94.955,96.11,97.291,98.485,99.691,100.89,102.13,103.42,104.74,106.11,,,,,,,,,,,,,,,,,
-0.0875,,,,,,,,,,,,,,,,87.641,87.707,87.86,88.102,88.457,88.913,89.465,90.12,90.872,91.722,92.66,93.681,94.767,95.907,97.085,98.296,99.508,100.73,101.96,103.15,104.35,105.59,106.85,108.13,109.49,110.95,112.5,,,,,,,,,,,,,,
-0.083929,,,,,,,,,,,,,,89.177,89.14,89.188,89.332,89.565,89.887,90.298,90.796,91.394,92.097,92.902,93.811,94.811,95.895,97.05,98.251,99.492,100.76,102.01,103.27,104.51,105.71,106.89,108.07,109.25,110.44,111.7,113.05,114.5,116.05,,,,,,,,,,,,,
-0.080357,,,,,,,,,,,,90.899,90.814,90.815,90.883,91.03,91.266,91.578,91.942,92.394,92.936,93.575,94.334,95.203,96.167,97.22,98.365,99.592,100.86,102.17,103.49,104.79,106.07,107.31,108.52,109.66,110.79,111.92,113.03,114.18,115.4,116.69,118.1,119.62,121.29,,,,,,,,,,,
-0.076786,,,,,,,,,,,92.643,92.583,92.621,92.733,92.915,93.165,93.475,93.835,94.25,94.748,95.336,96.034,96.837,97.744,98.751,99.864,101.09,102.39,103.74,105.1,106.47,107.81,109.13,110.39,111.58,112.69,113.76,114.83,115.85,116.86,117.93,119.07,120.32,121.7,123.22,124.88,,,,,,,,,,
-0.073214,,,,,,,,,,94.455,94.451,94.531,94.698,94.938,95.236,95.562,95.927,96.343,96.809,97.354,97.999,98.734,99.565,100.51,101.56,102.73,104.02,105.39,106.8,108.23,109.68,111.09,112.44,113.7,114.88,115.98,116.98,117.93,118.84,119.71,120.64,121.63,122.71,123.91,125.24,126.72,128.34,,,,,,,,,
-0.069643,,,,,,,,,96.32,96.361,96.509,96.74,97.043,97.399,97.783,98.193,98.63,99.104,99.621,100.21,100.89,101.64,102.5,103.48,104.59,105.83,107.16,108.59,110.07,111.56,113.08,114.55,115.92,117.19,118.39,119.46,120.38,121.22,122.02,122.74,123.5,124.29,125.19,126.2,127.34,128.64,130.09,131.68,,,,,,,,
