y,-0.098214,-0.094643,-0.091071,-0.0875,-0.083929,-0.080357,-0.076786,-0.073214,-0.069643,-0.066071,-0.0625,-0.058929,-0.055357,-0.051786,-0.048214,-0.044643,-0.041071,-0.0375,-0.033929,-0.030357,-0.026786,-0.023214,-0.019643,-0.016071,-0.0125,-0.0089286,-0.0053571,-0.0017857,0.0017857,0.0053571,0.0089286,0.0125,0.016071,0.019643,0.023214,0.026786,0.030357,0.033929,0.0375,0.041071,0.044643,0.048214,0.051786,0.055357,0.058929,0.0625,0.066071,0.069643,0.073214,0.076786,0.080357,0.083929,0.0875,0.091071,0.094643,0.098214
-0.098214,,,,,,,,,,,,,,,,,,,,,,,,63.665,63.893,64.091,64.246,64.353,64.394,64.364,64.25,64.059,63.79,,,,,,,,,,,,,,,,,,,,,,,
-0.094643,,,,,,,,,,,,,,,,,,,,63.067,63.263,63.497,63.761,64.035,64.317,64.573,64.783,64.929,65.0,64.985,64.873,64.665,64.369,63.993,63.554,63.059,62.51,,,,,,,,,,,,,,,,,,,
-0.091071,,,,,,,,,,,,,,,,,63.164,63.168,63.245,63.392,63.613,63.882,64.197,64.535,64.863,65.168,65.426,65.615,65.72,65.73,65.632,65.424,65.114,64.7,64.203,63.644,63.053,62.435,61.816,61.2,,,,,,,,,,,,,,,,
-0.0875,,,,,,,,,,,,,,,,63.604,63.506,63.512,63.596,63.767,64.019,64.341,64.697,65.083,65.466,65.826,66.134,66.371,66.513,66.546,66.462,66.257,65.927,65.49,64.962,64.344,63.676,62.981,62.291,61.626,60.998,,,,,,,,,,,,,,,
-0.083929,,,,,,,,,,,,,,64.443,64.178,63.987,63.882,63.887,63.983,64.183,64.46,64.82,65.225,65.664,66.104,66.521,66.879,67.162,67.343,67.399,67.326,67.115,66.767,66.303,65.734,65.072,64.356,63.593,62.831,62.091,61.402,60.775,60.233,,,,,,,,,,,,,
-0.080357,,,,,,,,,,,,65.661,65.253,64.889,64.599,64.392,64.285,64.285,64.391,64.6,64.907,65.305,65.76,66.254,66.745,67.218,67.633,67.956,68.168,68.251,68.183,67.969,67.616,67.114,66.501,65.791,65.024,64.21,63.398,62.593,61.839,61.167,60.583,60.099,59.708,,,,,,,,,,,
-0.076786,,,,,,,,,,,66.651,66.162,65.719,65.319,65.007,64.782,64.667,64.66,64.771,65.007,65.345,65.78,66.276,66.822,67.373,67.894,68.356,68.719,68.966,69.06,68.999,68.779,68.401,67.87,67.221,66.472,65.646,64.784,63.928,63.087,62.294,61.578,60.953,60.436,60.024,59.729,,,,,,,,,,
-0.073214,,,,,,,,,,67.657,67.141,66.626,66.154,65.731,65.38,65.14,65.009,65.0,65.123,65.379,65.748,66.22,66.762,67.358,67.952,68.514,69.024,69.421,69.689,69.802,69.751,69.517,69.118,68.558,67.868,67.089,66.22,65.307,64.412,63.536,62.72,61.986,61.337,60.799,60.381,60.078,59.867,,,,,,,,,
-0.069643,,,,,,,,,68.631,68.099,67.555,67.012,66.514,66.076,65.713,65.458,65.316,65.308,65.442,65.713,66.107,66.609,67.196,67.824,68.463,69.069,69.609,70.028,70.314,70.44,70.382,70.137,69.725,69.146,68.424,67.607,66.708,65.772,64.846,63.938,63.104,62.359,61.711,61.171,60.744,60.436,60.22,60.107,,,,,,,,
