y,-0.098214,-0.094643,-0.091071,-0.0875,-0.083929,-0.080357,-0.076786,-0.073214,-0.069643,-0.066071,-0.0625,-0.058929,-0.055357,-0.051786,-0.048214,-0.044643,-0.041071,-0.0375,-0.033929,-0.030357,-0.026786,-0.023214,-0.019643,-0.016071,-0.0125,-0.0089286,-0.0053571,-0.0017857,0.0017857,0.0053571,0.0089286,0.0125,0.016071,0.019643,0.023214,0.026786,0.030357,0.033929,0.0375,0.041071,0.044643,0.048214,0.051786,0.055357,0.058929,0.0625,0.066071,0.069643,0.073214,0.076786,0.080357,0.083929,0.0875,0.091071,0.094643,0.098214
-0.098214,,,,,,,,,,,,,,,,,,,,,,,,110.88,111.32,111.75,112.17,112.64,113.15,113.72,114.33,115.01,115.72,,,,,,,,,,,,,,,,,,,,,,,
-0.094643,,,,,,,,,,,,,,,,,,,,108.8,109.59,110.26,110.86,111.39,111.92,112.43,112.96,113.52,114.15,114.82,115.54,116.31,117.12,117.92,118.74,119.52,120.23,,,,,,,,,,,,,,,,,,,
-0.091071,,,,,,,,,,,,,,,,,106.05,107.2,108.24,109.17,110.0,110.72,111.4,112.01,112.61,113.22,113.86,114.56,115.31,116.14,117.02,117.95,118.89,119.81,120.69,121.5,122.25,122.9,123.44,123.86,,,,,,,,,,,,,,,,
-0.0875,,,,,,,,,,,,,,,,104.99,106.26,107.47,108.55,109.54,110.43,111.21,111.95,112.66,113.36,114.07,114.85,115.7,116.63,117.64,118.71,119.82,120.92,122.01,123.02,123.91,124.65,125.26,125.73,126.06,126.28,,,,,,,,,,,,,,,
-0.083929,,,,,,,,,,,,,,102.31,103.74,105.13,106.47,107.71,108.85,109.89,110.83,111.7,112.51,113.3,114.12,114.98,115.92,116.96,118.09,119.3,120.59,121.89,123.2,124.46,125.61,126.61,127.43,128.03,128.4,128.58,128.61,128.53,128.34,,,,,,,,,,,,,
-0.080357,,,,,,,,,,,,99.429,100.87,102.34,103.82,105.28,106.66,107.94,109.12,110.21,111.21,112.14,113.05,113.96,114.91,115.94,117.06,118.29,119.65,121.09,122.62,124.17,125.69,127.13,128.43,129.54,130.42,131.05,131.38,131.43,131.27,130.96,130.5,130.01,129.52,,,,,,,,,,,
-0.076786,,,,,,,,,,,97.971,99.391,100.87,102.39,103.91,105.38,106.79,108.11,109.33,110.48,111.54,112.55,113.57,114.61,115.71,116.92,118.25,119.72,121.32,123.01,124.79,126.58,128.32,129.95,131.44,132.65,133.56,134.2,134.53,134.49,134.16,133.58,132.84,132.05,131.27,130.53,,,,,,,,,,
-0.073214,,,,,,,,,,96.657,97.964,99.387,100.88,102.43,103.96,105.45,106.88,108.23,109.49,110.69,111.83,112.95,114.09,115.26,116.54,117.95,119.5,121.2,123.05,125.02,127.06,129.11,131.06,132.91,134.55,135.86,136.86,137.48,137.72,137.56,137.09,136.35,135.35,134.24,133.13,132.07,131.17,,,,,,,,,
-0.069643,,,,,,,,,95.488,96.681,97.994,99.424,100.92,102.44,103.98,105.47,106.92,108.3,109.62,110.87,112.1,113.32,114.58,115.92,117.39,118.99,120.77,122.72,124.83,127.07,129.35,131.65,133.86,135.91,137.67,139.11,140.19,140.77,140.93,140.67,140.02,139.06,137.84,136.46,135.0,133.62,132.41,131.4,,,,,,,,
-0.066071,,,,,,,,94.609,95.608,96.77,98.069,99.493,100.97,102.47,104.0,105.49,106.94,108.35,109.73,111.04,112.35,113.68,115.08,116.59,118.23,120.04,122.06,124.27,126.63,129.13,131.65,134.19,136.64,138.82,140.71,142.27,143.35,143.92,144.04,143.67,142.82,141.62,140.19,138.6,136.86,135.18,133.68,132.37,131.34,,,,,,,
-0.0625,,,,,,,94.064,94.876,95.845,96.975,98.235,99.6,101.03,102.52,104.03,105.52,106.99,108.42,109.83,111.22,112.61,114.06,115.59,117.25,119.09,121.12,123.35,125.79,128.38,131.13,133.91,136.68,139.3,141.62,143.66,145.27,146.34,146.91,146.92,146.43,145.45,144.02,142.36,140.52,138.54,136.65,134.85,133.27,132.01,131.05,,,,,,
-0.058929,,,,,,93.895,94.49,95.257,96.194,97.284,98.479,99.789,101.17,102.61,104.09,105.59,107.07,108.52,109.96,111.41,112.89,114.46,116.12,117.93,119.93,122.16,124.6,127.24,130.08,133.07,136.03,138.94,141.73,144.24,146.36,147.98,149.08,149.62,149.52,148.88,147.76,146.17,144.29,142.2,140.0,137.9,135.9,134.09,132.61,131.47,130.64,,,,,
-0.055357,,,,,,94.549,95.095,95.809,96.687,97.692,98.818,100.06,101.4,102.79,104.23,105.7,107.17,108.65,110.14,111.65,113.21,114.87,116.65,118.6,120.78,123.17,125.81,128.66,131.67,134.81,137.92,140.98,143.95,146.54,148.66,150.31,151.41,151.89,151.71,150.93,149.65,147.9,145.84,143.57,141.2,138.9,136.72,134.77,133.1,131.8,130.84,,,,,
-0.051786,,,,,94.998,95.367,95.875,96.531,97.323,98.245,99.297,100.47,101.74,103.09,104.49,105.92,107.37,108.86,110.38,111.95,113.58,115.32,117.22,119.29,121.59,124.14,126.93,129.91,133.07,136.35,139.6,142.79,145.82,148.44,150.57,152.22,153.3,153.7,153.45,152.54,151.13,149.22,146.97,144.58,142.07,139.58,137.3,135.25,133.47,132.04,130.95,130.21,,,,
-0.048214,,,,,96.064,96.377,96.831,97.409,98.112,98.948,99.921,101.01,102.2,103.5,104.86,106.25,107.69,109.18,110.71,112.3,113.99,115.81,117.8,119.98,122.39,125.04,127.91,130.98,134.25,137.68,141.03,144.22,147.25,149.9,152.06,153.68,154.67,154.98,154.62,153.61,152.08,150.07,147.7,145.21,142.6,139.99,137.62,135.5,133.65,132.16,131.02,130.22,,,,
-0.044643,,,,97.171,97.326,97.578,97.967,98.46,99.074,99.822,100.7,101.71,102.82,104.03,105.34,106.7,108.13,109.6,111.14,112.77,114.48,116.35,118.4,120.64,123.11,125.85,128.8,131.94,135.25,138.71,142.04,145.22,148.25,150.92,153.02,154.55,155.45,155.67,155.22,154.1,152.47,150.41,147.96,145.36,142.71,140.11,137.69,135.52,133.67,132.17,130.97,130.15,129.59,,,
-0.041071,,,98.574,98.625,98.755,98.964,99.269,99.681,100.2,100.86,101.64,102.56,103.58,104.72,105.97,107.29,108.67,110.13,111.67,113.31,115.06,116.96,119.04,121.3,123.81,126.57,129.54,132.7,136.02,139.39,142.7,145.87,148.83,151.39,153.4,154.84,155.65,155.77,155.22,154.02,152.34,150.24,147.75,145.13,142.48,139.89,137.49,135.33,133.51,132.03,130.88,130.03,129.45,129.12,,
-0.0375,,,100.24,100.25,100.34,100.51,100.74,101.06,101.49,102.05,102.73,103.56,104.5,105.57,106.75,108.03,109.37,110.8,112.32,113.95,115.7,117.59,119.68,121.96,124.47,127.18,130.11,133.28,136.5,139.76,143.03,146.15,148.93,151.35,153.24,154.56,155.27,155.31,154.65,153.43,151.72,149.56,147.1,144.54,141.88,139.33,137.02,134.95,133.19,131.78,130.67,129.85,129.3,128.95,,
-0.033929,,,102.02,102.02,102.08,102.18,102.34,102.57,102.92,103.39,103.98,104.71,105.58,106.57,107.68,108.9,110.21,111.61,113.11,114.72,116.45,118.3,120.36,122.61,125.05,127.7,130.57,133.61,136.71,139.85,143.01,145.97,148.58,150.84,152.61,153.79,154.36,154.32,153.58,152.34,150.62,148.42,146.02,143.53,140.97,138.55,136.35,134.39,132.73,131.4,130.38,129.64,129.13,128.77,,
-0.030357,,103.92,103.9,103.9,103.92,103.96,104.05,104.21,104.46,104.84,105.35,106.0,106.8,107.71,108.75,109.92,111.19,112.55,114.02,115.59,117.29,119.11,121.1,123.27,125.61,128.18,130.91,133.77,136.73,139.71,142.62,145.37,147.78,149.85,151.48,152.51,152.94,152.75,152.01,150.76,149.02,146.86,144.58,142.23,139.8,137.52,135.47,133.66,132.15,130.94,130.03,129.38,128.91,128.59,128.4,
-0.026786,,105.88,105.84,105.82,105.81,105.8,105.82,105.92,106.1,106.38,106.81,107.39,108.12,108.97,109.97,111.09,112.32,113.64,115.05,116.57,118.21,119.98,121.86,123.92,126.17,128.57,131.11,133.78,136.57,139.31,141.97,144.48,146.66,148.48,149.9,150.82,151.13,150.83,150.07,148.8,147.09,145.05,142.89,140.66,138.39,136.28,134.42,132.81,131.48,130.41,129.64,129.07,128.68,128.41,128.21,
-0.023214,,107.83,107.81,107.78,107.73,107.68,107.64,107.67,107.8,108.01,108.38,108.89,109.55,110.37,111.32,112.4,113.59,114.88,116.25,117.7,119.28,120.96,122.72,124.64,126.73,128.92,131.24,133.69,136.2,138.65,141.04,143.31,145.26,146.86,148.06,148.76,148.98,148.59,147.78,146.5,144.89,142.97,140.93,138.86,136.8,134.92,133.26,131.84,130.7,129.82,129.18,128.72,128.42,128.2,128.01,
-0.019643,,109.76,109.74,109.7,109.62,109.53,109.45,109.43,109.5,109.68,110.0,110.47,111.09,111.88,112.81,113.85,115.01,116.27,117.59,119.0,120.49,122.05,123.68,125.46,127.33,129.29,131.39,133.55,135.74,137.91,139.98,141.91,143.6,144.98,145.94,146.45,146.48,146.09,145.27,143.98,142.42,140.65,138.8,136.94,135.09,133.43,132.0,130.8,129.86,129.17,128.68,128.34,128.12,127.95,127.79,
-0.016071,111.6,111.62,111.61,111.55,111.45,111.32,111.22,111.16,111.19,111.35,111.65,112.09,112.71,113.49,114.4,115.44,116.58,117.81,119.11,120.44,121.81,123.25,124.78,126.33,127.96,129.7,131.51,133.35,135.22,137.08,138.82,140.43,141.83,142.9,143.64,144.01,143.9,143.41,142.57,141.33,139.9,138.26,136.57,134.88,133.28,131.87,130.67,129.7,128.97,128.46,128.12,127.91,127.77,127.66,127.53,127.35
